phylum	class	order	family	genus	species	iucnRedListCategory	numberOfOccurrences	inGbif
Chordata	Amphibia	Anura	Alytidae	Alytes	Alytes obstetricans	LC	15473	TRUE
Chordata	Amphibia	Anura	Bombinatoridae	Bombina	Bombina orientalis	LC	1	TRUE
Chordata	Amphibia	Anura	Bombinatoridae	Bombina	Bombina variegata	LC	25079	TRUE
Chordata	Amphibia	Anura	Bufonidae	Bufo	Bufo bufo	LC	74545	TRUE
Chordata	Amphibia	Anura	Bufonidae	Bufotes	Bufotes viridis	LC	33	TRUE
Chordata	Amphibia	Anura	Bufonidae	Epidalea	Epidalea calamita	LC	11852	TRUE
Chordata	Amphibia	Anura	Hylidae	Hyla	Hyla arborea	LC	15324	TRUE
Chordata	Amphibia	Anura	Hylidae	Hyla	Hyla intermedia	LC	732	TRUE
Chordata	Amphibia	Anura	Ranidae	Pelophylax	Pelophylax bergeri	LC	1	TRUE
Chordata	Amphibia	Anura	Ranidae	Pelophylax	Pelophylax lessonae	NA	49	TRUE
Chordata	Amphibia	Anura	Ranidae	Pelophylax	Pelophylax ridibundus	LC	33	TRUE
Chordata	Amphibia	Anura	Ranidae	Rana	Rana arvalis	LC	2	TRUE
Chordata	Amphibia	Anura	Ranidae	Rana	Rana dalmatina	NA	2988	TRUE
Chordata	Amphibia	Anura	Ranidae	Rana	Rana latastei	VU	452	TRUE
Chordata	Amphibia	Anura	Ranidae	Rana	Rana temporaria	LC	99997	TRUE
Chordata	Amphibia	Anura	NA	NA	NA	NA	2	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Ichthyosaura	Ichthyosaura alpestris	LC	67267	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	Lissotriton helveticus	LC	20547	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	Lissotriton vulgaris	LC	14702	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra atra	LC	8987	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra	LC	22407	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Triturus	Triturus carnifex	LC	762	TRUE
Chordata	Amphibia	Caudata	Salamandridae	Triturus	Triturus cristatus	LC	5596	TRUE
Chordata	Amphibia	Caudata	Salamandridae	NA	NA	NA	1	TRUE
Chordata	Amphibia	NA	NA	NA	NA	NA	6	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter brevipes	LC	15	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter gentilis	LC	2483	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter nisus	LC	7617	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	Aegypius monachus	NT	80	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila adalberti	VU	15	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila chrysaetos	LC	3857	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila clanga	VU	292	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila fasciata	LC	15	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila heliaca	VU	15	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila nipalensis	EN	15	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila pomarina	LC	18	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo buteo	LC	30088	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo lagopus	LC	53	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo regalis	LC	1	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo rufinus	LC	27	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	Circaetus gallicus	LC	271	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus aeruginosus	LC	3146	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus cyaneus	LC	1125	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus macrourus	NT	70	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Circus	Circus pygargus	LC	209	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Elanus	Elanus caeruleus	LC	66	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Gypaetus	Gypaetus barbatus	NT	1760	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Gyps	Gyps fulvus	LC	638	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Gyps	Gyps rueppellii	CR	1	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	Haliaeetus albicilla	LC	93	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Hamirostra	Hamirostra melanosternon	LC	1	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Hieraaetus	Hieraaetus pennatus	LC	48	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Milvus	Milvus migrans	LC	15858	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Milvus	Milvus milvus	LC	28776	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Neophron	Neophron percnopterus	EN	21	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	Pernis	Pernis apivorus	LC	3116	TRUE
Chordata	Aves	Accipitriformes	Accipitridae	NA	NA	NA	2	TRUE
Chordata	Aves	Accipitriformes	Cathartidae	Cathartes	Cathartes aura	LC	1	TRUE
Chordata	Aves	Accipitriformes	Pandionidae	Pandion	Pandion haliaetus	LC	671	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aix	Aix galericulata	LC	947	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aix	Aix sponsa	LC	158	TRUE
Chordata	Aves	Anseriformes	Anatidae	Alopochen	Alopochen aegyptiaca	LC	3246	TRUE
Chordata	Aves	Anseriformes	Anatidae	Amazonetta	Amazonetta brasiliensis	LC	9	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas acuta	LC	2832	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas aucklandica	NT	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas bahamensis	LC	221	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas capensis	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas castanea	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas crecca	LC	10745	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas erythrorhyncha	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas flavirostris	LC	11	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas georgica	LC	6	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos	LC	46759	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas poecilorhyncha	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas superciliosa	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas undulata	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser albifrons	LC	299	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser anser	LC	7628	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser brachyrhynchus	LC	67	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser caerulescens	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser canagicus	NT	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser cygnoides	VU	54	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser erythropus	VU	18	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser fabalis	LC	17	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser indicus	LC	160	TRUE
Chordata	Aves	Anseriformes	Anatidae	Anser	Anser serrirostris	NE	237	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya affinis	LC	14	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya collaris	LC	155	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya ferina	VU	11467	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya fuligula	LC	17906	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya marila	LC	433	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya novaeseelandiae	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya nyroca	NT	1089	TRUE
Chordata	Aves	Anseriformes	Anatidae	Branta	Branta bernicla	LC	44	TRUE
Chordata	Aves	Anseriformes	Anatidae	Branta	Branta canadensis	LC	214	TRUE
Chordata	Aves	Anseriformes	Anatidae	Branta	Branta hutchinsii	LC	44	TRUE
Chordata	Aves	Anseriformes	Anatidae	Branta	Branta leucopsis	LC	482	TRUE
Chordata	Aves	Anseriformes	Anatidae	Branta	Branta ruficollis	VU	344	TRUE
Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala albeola	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala clangula	LC	3727	TRUE
Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala islandica	LC	15	TRUE
Chordata	Aves	Anseriformes	Anatidae	Cairina	Cairina moschata	LC	272	TRUE
Chordata	Aves	Anseriformes	Anatidae	Callonetta	Callonetta leucophrys	LC	140	TRUE
Chordata	Aves	Anseriformes	Anatidae	Chenonetta	Chenonetta jubata	LC	15	TRUE
Chordata	Aves	Anseriformes	Anatidae	Chloephaga	Chloephaga poliocephala	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Clangula	Clangula hyemalis	VU	288	TRUE
Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus atratus	LC	265	TRUE
Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus columbianus	NA	188	TRUE
Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus cygnus	LC	1043	TRUE
Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus melancoryphus	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus olor	LC	29031	TRUE
Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	Dendrocygna arcuata	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	Dendrocygna autumnalis	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	Dendrocygna bicolor	LC	76	TRUE
Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	Dendrocygna viduata	LC	8	TRUE
Chordata	Aves	Anseriformes	Anatidae	Histrionicus	Histrionicus histrionicus	LC	15	TRUE
Chordata	Aves	Anseriformes	Anatidae	Lophodytes	Lophodytes cucullatus	LC	36	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mareca	Mareca falcata	NT	8	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mareca	Mareca penelope	LC	3522	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mareca	Mareca sibilatrix	LC	41	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mareca	Mareca strepera	LC	13276	TRUE
Chordata	Aves	Anseriformes	Anatidae	Marmaronetta	Marmaronetta angustirostris	VU	17	TRUE
Chordata	Aves	Anseriformes	Anatidae	Melanitta	Melanitta fusca	VU	532	TRUE
Chordata	Aves	Anseriformes	Anatidae	Melanitta	Melanitta nigra	LC	122	TRUE
Chordata	Aves	Anseriformes	Anatidae	Melanitta	Melanitta perspicillata	LC	86	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mergellus	Mergellus albellus	LC	248	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mergus	Mergus merganser	LC	20554	TRUE
Chordata	Aves	Anseriformes	Anatidae	Mergus	Mergus serrator	LC	1554	TRUE
Chordata	Aves	Anseriformes	Anatidae	Netta	Netta erythrophthalma	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Netta	Netta peposaca	LC	8	TRUE
Chordata	Aves	Anseriformes	Anatidae	Netta	Netta rufina	LC	15486	TRUE
Chordata	Aves	Anseriformes	Anatidae	Oressochen	Oressochen jubatus	NE	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Oxyura	Oxyura jamaicensis	LC	66	TRUE
Chordata	Aves	Anseriformes	Anatidae	Oxyura	Oxyura leucocephala	EN	19	TRUE
Chordata	Aves	Anseriformes	Anatidae	Oxyura	Oxyura maccoa	EN	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Polysticta	Polysticta stelleri	VU	15	TRUE
Chordata	Aves	Anseriformes	Anatidae	Sarkidiornis	Sarkidiornis melanotos	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Sibirionetta	Sibirionetta formosa	LC	7	TRUE
Chordata	Aves	Anseriformes	Anatidae	Somateria	Somateria mollissima	NT	1242	TRUE
Chordata	Aves	Anseriformes	Anatidae	Somateria	Somateria spectabilis	LC	15	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula clypeata	LC	6579	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula cyanoptera	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula discors	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula hottentota	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula puna	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula querquedula	LC	2624	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula rhynchotis	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Spatula	Spatula versicolor	LC	2	TRUE
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna cana	LC	18	TRUE
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna ferruginea	LC	3802	TRUE
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna tadorna	LC	2438	TRUE
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna tadornoides	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna variegata	LC	1	TRUE
Chordata	Aves	Anseriformes	Anatidae	NA	NA	NA	102	TRUE
Chordata	Aves	Anseriformes	NA	NA	NA	NA	3	TRUE
Chordata	Aves	Apodiformes	Apodidae	Apus	Apus apus	LC	14522	TRUE
Chordata	Aves	Apodiformes	Apodidae	Apus	Apus caffer	LC	15	TRUE
Chordata	Aves	Apodiformes	Apodidae	Apus	Apus pallidus	LC	117	TRUE
Chordata	Aves	Apodiformes	Apodidae	Apus	Apus unicolor	LC	15	TRUE
Chordata	Aves	Apodiformes	Apodidae	Tachymarptis	Tachymarptis melba	LC	3655	TRUE
Chordata	Aves	Bucerotiformes	Bucerotidae	Buceros	Buceros rhinoceros	VU	2	TRUE
Chordata	Aves	Bucerotiformes	Upupidae	Upupa	Upupa epops	LC	987	TRUE
Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	Caprimulgus europaeus	LC	104	TRUE
Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	Caprimulgus ruficollis	NT	15	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda	LC	15	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Alle	Alle alle	LC	15	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Brachyramphus	Brachyramphus perdix	NT	1	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Cepphus	Cepphus grylle	LC	15	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Fratercula	Fratercula arctica	VU	15	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Uria	Uria aalge	LC	16	TRUE
Chordata	Aves	Charadriiformes	Alcidae	Uria	Uria lomvia	LC	15	TRUE
Chordata	Aves	Charadriiformes	Burhinidae	Burhinus	Burhinus grallarius	LC	1	TRUE
Chordata	Aves	Charadriiformes	Burhinidae	Burhinus	Burhinus oedicnemus	LC	49	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius alexandrinus	NA	46	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius asiaticus	LC	15	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius dubius	LC	2005	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius hiaticula	LC	990	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius leschenaultii	LC	15	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius morinellus	NA	129	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius vociferus	LC	2	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria	LC	176	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis fulva	LC	2	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis squatarola	LC	217	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Thinornis	NA	NE	25	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	Vanellus gregarius	CR	29	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	Vanellus leucurus	LC	15	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	Vanellus spinosus	LC	15	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	Vanellus tricolor	LC	1	TRUE
Chordata	Aves	Charadriiformes	Charadriidae	Vanellus	Vanellus vanellus	NT	3884	TRUE
Chordata	Aves	Charadriiformes	Glareolidae	Cursorius	Cursorius cursor	LC	1	TRUE
Chordata	Aves	Charadriiformes	Glareolidae	Glareola	Glareola nordmanni	NT	16	TRUE
Chordata	Aves	Charadriiformes	Glareolidae	Glareola	Glareola pratincola	LC	28	TRUE
Chordata	Aves	Charadriiformes	Haematopodidae	Haematopus	Haematopus ostralegus	NT	242	TRUE
Chordata	Aves	Charadriiformes	Laridae	Chlidonias	Chlidonias hybrida	LC	241	TRUE
Chordata	Aves	Charadriiformes	Laridae	Chlidonias	Chlidonias leucopterus	LC	141	TRUE
Chordata	Aves	Charadriiformes	Laridae	Chlidonias	Chlidonias niger	LC	1121	TRUE
Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus genei	NA	41	TRUE
Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus ridibundus	NA	26143	TRUE
Chordata	Aves	Charadriiformes	Laridae	Gelochelidon	Gelochelidon nilotica	LC	49	TRUE
Chordata	Aves	Charadriiformes	Laridae	Hydrocoloeus	Hydrocoloeus minutus	LC	769	TRUE
Chordata	Aves	Charadriiformes	Laridae	Hydroprogne	Hydroprogne caspia	LC	221	TRUE
Chordata	Aves	Charadriiformes	Laridae	Ichthyaetus	Ichthyaetus audouinii	NA	34	TRUE
Chordata	Aves	Charadriiformes	Laridae	Ichthyaetus	Ichthyaetus ichthyaetus	LC	15	TRUE
Chordata	Aves	Charadriiformes	Laridae	Ichthyaetus	Ichthyaetus melanocephalus	NA	1576	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus argentatus	LC	784	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus armenicus	LC	15	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus cachinnans	LC	1320	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus canus	LC	6210	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus fuscus	NA	2070	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus glaucoides	LC	31	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus hyperboreus	LC	19	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus marinus	LC	211	TRUE
Chordata	Aves	Charadriiformes	Laridae	Larus	Larus michahellis	LC	30658	TRUE
Chordata	Aves	Charadriiformes	Laridae	Leucophaeus	Leucophaeus atricilla	NE	21	TRUE
Chordata	Aves	Charadriiformes	Laridae	Leucophaeus	Leucophaeus pipixcan	NA	30	TRUE
Chordata	Aves	Charadriiformes	Laridae	Onychoprion	Onychoprion fuscatus	LC	15	TRUE
Chordata	Aves	Charadriiformes	Laridae	Pagophila	Pagophila eburnea	NT	16	TRUE
Chordata	Aves	Charadriiformes	Laridae	Rissa	Rissa tridactyla	VU	94	TRUE
Chordata	Aves	Charadriiformes	Laridae	Sterna	Sterna dougallii	LC	28	TRUE
Chordata	Aves	Charadriiformes	Laridae	Sterna	Sterna hirundo	LC	4245	TRUE
Chordata	Aves	Charadriiformes	Laridae	Sterna	Sterna paradisaea	LC	111	TRUE
Chordata	Aves	Charadriiformes	Laridae	Sternula	Sternula albifrons	LC	69	TRUE
Chordata	Aves	Charadriiformes	Laridae	Thalasseus	Thalasseus bengalensis	LC	21	TRUE
Chordata	Aves	Charadriiformes	Laridae	Thalasseus	Thalasseus sandvicensis	LC	93	TRUE
Chordata	Aves	Charadriiformes	Laridae	Xema	Xema sabini	NA	36	TRUE
Chordata	Aves	Charadriiformes	Laridae	NA	NA	NA	4	TRUE
Chordata	Aves	Charadriiformes	Recurvirostridae	Himantopus	Himantopus himantopus	LC	378	TRUE
Chordata	Aves	Charadriiformes	Recurvirostridae	Recurvirostra	Recurvirostra avosetta	LC	178	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Actitis	Actitis hypoleucos	LC	4399	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Actitis	Actitis macularius	LC	83	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Arenaria	Arenaria interpres	LC	383	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris alba	LC	253	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris alpina	LC	2032	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris canutus	NT	194	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris falcinellus	LC	36	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris ferruginea	NT	295	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris fuscicollis	LC	3	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris maritima	LC	29	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris mauri	LC	19	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris melanotos	LC	88	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris minuta	LC	650	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pugnax	LC	2392	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris subruficollis	NT	13	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris temminckii	LC	271	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago	Gallinago gallinago	LC	6486	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago	Gallinago media	NT	27	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago	Gallinago stenura	LC	15	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Limosa lapponica	NT	188	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Limosa limosa	NT	321	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Lymnocryptes	Lymnocryptes minimus	LC	279	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	Numenius arquata	NT	4072	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	Numenius phaeopus	LC	369	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	Numenius tenuirostris	CR	1	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Phalaropus	Phalaropus fulicarius	LC	76	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Phalaropus	Phalaropus lobatus	LC	101	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	Scolopax rusticola	LC	424	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa erythropus	LC	692	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa flavipes	LC	15	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa glareola	LC	2151	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa nebularia	LC	2106	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa ochropus	LC	2154	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa stagnatilis	LC	61	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	Tringa totanus	LC	867	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	Xenus	Xenus cinereus	LC	55	TRUE
Chordata	Aves	Charadriiformes	Scolopacidae	NA	NA	NA	1	TRUE
Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	Stercorarius longicaudus	LC	75	TRUE
Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	Stercorarius parasiticus	LC	83	TRUE
Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	Stercorarius pomarinus	LC	59	TRUE
Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	Stercorarius skua	LC	76	TRUE
Chordata	Aves	Charadriiformes	Turnicidae	Turnix	Turnix sylvaticus	LC	15	TRUE
Chordata	Aves	Charadriiformes	NA	NA	NA	NA	1	TRUE
Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	Ciconia ciconia	LC	7777	TRUE
Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	Ciconia nigra	LC	279	TRUE
Chordata	Aves	Ciconiiformes	Ciconiidae	Leptoptilos	Leptoptilos crumenifer	LC	1	TRUE
Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria	Mycteria ibis	LC	1	TRUE
Chordata	Aves	Columbiformes	Columbidae	Columba	Columba guinea	LC	1	TRUE
Chordata	Aves	Columbiformes	Columbidae	Columba	Columba livia	LC	15922	TRUE
Chordata	Aves	Columbiformes	Columbidae	Columba	Columba oenas	LC	3413	TRUE
Chordata	Aves	Columbiformes	Columbidae	Columba	Columba palumbus	LC	35172	TRUE
Chordata	Aves	Columbiformes	Columbidae	Columba	Columba trocaz	LC	15	TRUE
Chordata	Aves	Columbiformes	Columbidae	Geopelia	Geopelia cuneata	LC	3	TRUE
Chordata	Aves	Columbiformes	Columbidae	Ocyphaps	Ocyphaps lophotes	LC	2	TRUE
Chordata	Aves	Columbiformes	Columbidae	Oena	Oena capensis	LC	1	TRUE
Chordata	Aves	Columbiformes	Columbidae	Spilopelia	Spilopelia senegalensis	LC	15	TRUE
Chordata	Aves	Columbiformes	Columbidae	Streptopelia	Streptopelia decaocto	LC	13704	TRUE
Chordata	Aves	Columbiformes	Columbidae	Streptopelia	Streptopelia orientalis	LC	69	TRUE
Chordata	Aves	Columbiformes	Columbidae	Streptopelia	Streptopelia roseogrisea	LC	1	TRUE
Chordata	Aves	Columbiformes	Columbidae	Streptopelia	Streptopelia turtur	VU	1025	TRUE
Chordata	Aves	Columbiformes	Columbidae	NA	NA	NA	3	TRUE
Chordata	Aves	Columbiformes	NA	NA	NA	NA	1	TRUE
