seq	devision	phylum	class	order	family	genus
seq_35042	Bacteria	NA	NA	NA	NA	NA
seq_35044	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35045	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	NA
seq_35047	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
seq_35048	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35049	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_35052	Bacteria	NA	NA	NA	NA	NA
seq_35053	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35057	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35058	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35059	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_35060	Bacteria	NA	NA	NA	NA	NA
seq_35061	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Stellaceae	Stella
seq_35062	Bacteria	Bacillota	NA	NA	NA	NA
seq_35063	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35065	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35066	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35067	Bacteria	NA	NA	NA	NA	NA
seq_35071	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35073	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA
seq_35076	NA	NA	NA	NA	NA	NA
seq_35078	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35079	NA	NA	NA	NA	NA	NA
seq_35080	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35082	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35083	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_35084	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_35085	Bacteria	NA	NA	NA	NA	NA
seq_35087	Bacteria	NA	NA	NA	NA	NA
seq_35088	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35089	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35090	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria
seq_35091	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35092	Bacteria	NA	NA	NA	NA	NA
seq_35093	NA	NA	NA	NA	NA	NA
seq_35094	Bacteria	NA	NA	NA	NA	NA
seq_35096	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	NA	NA
seq_35097	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35098	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35100	Bacteria	Bacillota	Bacilli	Caryophanales	Thermoactinomycetaceae	NA
seq_35101	Bacteria	NA	NA	NA	NA	NA
seq_35102	Bacteria	NA	NA	NA	NA	NA
seq_35103	Bacteria	Bacillota	Clostridia	NA	NA	NA
seq_35105	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_35109	Bacteria	NA	NA	NA	NA	NA
seq_35110	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_35112	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
seq_35113	Bacteria	NA	NA	NA	NA	NA
seq_35114	Bacteria	NA	NA	NA	NA	NA
seq_35115	Bacteria	Bacillota	NA	NA	NA	NA
seq_35117	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_35119	NA	NA	NA	NA	NA	NA
seq_35120	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35121	Bacteria	NA	NA	NA	NA	NA
seq_35122	Bacteria	NA	NA	NA	NA	NA
seq_35123	Bacteria	NA	NA	NA	NA	NA
seq_35124	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35126	NA	NA	NA	NA	NA	NA
seq_35127	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_35128	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_35129	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_35130	NA	NA	NA	NA	NA	NA
seq_35131	Bacteria	NA	NA	NA	NA	NA
seq_35133	Bacteria	NA	NA	NA	NA	NA
seq_35135	NA	NA	NA	NA	NA	NA
seq_35136	NA	NA	NA	NA	NA	NA
seq_35137	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	NA	NA
seq_35138	Bacteria	NA	NA	NA	NA	NA
seq_35139	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_35142	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_35143	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA
seq_35144	NA	NA	NA	NA	NA	NA
seq_35145	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35147	NA	NA	NA	NA	NA	NA
seq_35151	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_35152	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35153	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35154	NA	NA	NA	NA	NA	NA
seq_35155	Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	NA	NA
seq_35157	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35158	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35159	NA	NA	NA	NA	NA	NA
seq_35160	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_35162	Bacteria	Verrucomicrobiota	Opitutia	Puniceicoccales	Puniceicoccaceae	Ruficoccus
seq_35163	Bacteria	NA	NA	NA	NA	NA
seq_35167	Bacteria	NA	NA	NA	NA	NA
seq_35168	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_35170	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_35172	NA	NA	NA	NA	NA	NA
seq_35174	NA	NA	NA	NA	NA	NA
seq_35177	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35180	NA	NA	NA	NA	NA	NA
seq_35182	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_35184	NA	NA	NA	NA	NA	NA
seq_35186	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_35187	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_35188	NA	NA	NA	NA	NA	NA
seq_35189	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35193	Bacteria	NA	NA	NA	NA	NA
seq_35195	NA	NA	NA	NA	NA	NA
seq_35196	Bacteria	NA	NA	NA	NA	NA
seq_35197	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35199	Bacteria	NA	NA	NA	NA	NA
seq_35200	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_35202	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35203	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_35204	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35207	NA	NA	NA	NA	NA	NA
seq_35208	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_35210	Bacteria	Pseudomonadota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA
seq_35211	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35212	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35215	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35216	Bacteria	NA	NA	NA	NA	NA
seq_35217	Bacteria	NA	NA	NA	NA	NA
seq_35218	Bacteria	NA	NA	NA	NA	NA
seq_35219	Bacteria	NA	NA	NA	NA	NA
seq_35220	Bacteria	NA	NA	NA	NA	NA
seq_35221	Bacteria	NA	NA	NA	NA	NA
seq_35222	Bacteria	NA	NA	NA	NA	NA
seq_35224	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
seq_35225	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_35227	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35229	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
seq_35230	Bacteria	NA	NA	NA	NA	NA
seq_35232	Bacteria	NA	NA	NA	NA	NA
seq_35233	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35234	Bacteria	Pseudomonadota	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio
seq_35235	NA	NA	NA	NA	NA	NA
seq_35237	Bacteria	NA	NA	NA	NA	NA
seq_35239	Bacteria	Bacillota	NA	NA	NA	NA
seq_35240	NA	NA	NA	NA	NA	NA
seq_35241	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35243	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
seq_35244	Bacteria	NA	NA	NA	NA	NA
seq_35245	NA	NA	NA	NA	NA	NA
seq_35246	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35247	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35248	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35249	NA	NA	NA	NA	NA	NA
seq_35251	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35252	NA	NA	NA	NA	NA	NA
seq_35255	Bacteria	NA	NA	NA	NA	NA
seq_35256	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_35258	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35259	Bacteria	NA	NA	NA	NA	NA
seq_35260	NA	NA	NA	NA	NA	NA
seq_35262	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35265	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_35266	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35267	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35269	Bacteria	NA	NA	NA	NA	NA
seq_35270	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35271	NA	NA	NA	NA	NA	NA
seq_35273	NA	NA	NA	NA	NA	NA
seq_35274	NA	NA	NA	NA	NA	NA
seq_35275	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35276	Bacteria	NA	NA	NA	NA	NA
seq_35277	Bacteria	NA	NA	NA	NA	NA
seq_35278	Bacteria	NA	NA	NA	NA	NA
seq_35279	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_35280	NA	NA	NA	NA	NA	NA
seq_35281	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_35282	Bacteria	NA	NA	NA	NA	NA
seq_35283	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_35286	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_35288	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_35289	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35290	Bacteria	NA	NA	NA	NA	NA
seq_35291	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35292	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_35294	NA	NA	NA	NA	NA	NA
seq_35295	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA
seq_35296	Bacteria	NA	NA	NA	NA	NA
seq_35297	Bacteria	NA	NA	NA	NA	NA
seq_35298	Bacteria	NA	NA	NA	NA	NA
seq_35300	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_35301	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35302	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35305	Bacteria	NA	NA	NA	NA	NA
seq_35306	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_35308	Bacteria	NA	NA	NA	NA	NA
seq_35309	NA	NA	NA	NA	NA	NA
seq_35311	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35312	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35313	Bacteria	NA	NA	NA	NA	NA
seq_35315	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	NA
seq_35316	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35318	Bacteria	NA	NA	NA	NA	NA
seq_35319	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35322	NA	NA	NA	NA	NA	NA
seq_35324	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35326	Bacteria	NA	NA	NA	NA	NA
seq_35329	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35332	NA	NA	NA	NA	NA	NA
seq_35333	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
seq_35334	NA	NA	NA	NA	NA	NA
seq_35335	NA	NA	NA	NA	NA	NA
seq_35337	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_35338	NA	NA	NA	NA	NA	NA
seq_35340	NA	NA	NA	NA	NA	NA
seq_35345	NA	NA	NA	NA	NA	NA
seq_35346	NA	NA	NA	NA	NA	NA
seq_35351	Bacteria	NA	NA	NA	NA	NA
seq_35352	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_35355	NA	NA	NA	NA	NA	NA
seq_35356	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35357	Bacteria	NA	NA	NA	NA	NA
seq_35358	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35359	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35360	Bacteria	NA	NA	NA	NA	NA
seq_35362	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35363	Bacteria	NA	NA	NA	NA	NA
seq_35366	Bacteria	Bacillota	NA	NA	NA	NA
seq_35370	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Reticulibacteraceae	Reticulibacter
seq_35372	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_35373	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_35374	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_35376	Bacteria	NA	NA	NA	NA	NA
seq_35378	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA
seq_35379	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_35380	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	NA
seq_35382	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_35383	Bacteria	NA	NA	NA	NA	NA
seq_35384	Bacteria	NA	NA	NA	NA	NA
seq_35385	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	NA	NA
seq_35386	Bacteria	NA	NA	NA	NA	NA
seq_35388	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_35391	Bacteria	Cyanobacteriota	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Geitlerinema
seq_35392	Bacteria	Bacillota	NA	NA	NA	NA
seq_35393	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35394	Bacteria	NA	NA	NA	NA	NA
seq_35396	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_35397	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_35398	Bacteria	Bacillota	NA	NA	NA	NA
seq_35399	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	NA	NA
seq_35401	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_35403	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_35407	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35408	Bacteria	NA	NA	NA	NA	NA
seq_35409	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_35414	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_35415	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35417	NA	NA	NA	NA	NA	NA
seq_35418	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35419	Bacteria	NA	NA	NA	NA	NA
seq_35420	NA	NA	NA	NA	NA	NA
seq_35424	Bacteria	NA	NA	NA	NA	NA
seq_35427	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA
seq_35428	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
seq_35431	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35432	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_35437	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35438	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_35441	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35442	Bacteria	NA	NA	NA	NA	NA
seq_35446	NA	NA	NA	NA	NA	NA
seq_35447	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_35448	Bacteria	NA	NA	NA	NA	NA
seq_35449	Bacteria	NA	NA	NA	NA	NA
seq_35450	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35451	NA	NA	NA	NA	NA	NA
seq_35452	NA	NA	NA	NA	NA	NA
seq_35453	NA	NA	NA	NA	NA	NA
seq_35455	NA	NA	NA	NA	NA	NA
seq_35456	NA	NA	NA	NA	NA	NA
seq_35457	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_35460	Bacteria	NA	NA	NA	NA	NA
seq_35461	Bacteria	NA	NA	NA	NA	NA
seq_35465	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Formosimonas
seq_35467	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
seq_35468	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_35469	Bacteria	Actinomycetota	Nitriliruptoria	NA	NA	NA
seq_35470	NA	NA	NA	NA	NA	NA
seq_35471	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35472	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35474	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_35475	Bacteria	NA	NA	NA	NA	NA
seq_35477	Bacteria	NA	NA	NA	NA	NA
seq_35483	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_35487	Bacteria	NA	NA	NA	NA	NA
seq_35489	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_35490	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_35492	Bacteria	NA	NA	NA	NA	NA
seq_35494	Bacteria	NA	NA	NA	NA	NA
seq_35495	Bacteria	NA	NA	NA	NA	NA
seq_35496	Bacteria	NA	NA	NA	NA	NA
seq_35497	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35499	Bacteria	Bacillota	Clostridia	NA	NA	NA
seq_35500	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35503	Bacteria	NA	NA	NA	NA	NA
seq_35506	Bacteria	NA	NA	NA	NA	NA
seq_35507	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_35509	NA	NA	NA	NA	NA	NA
seq_35511	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
seq_35513	Bacteria	NA	NA	NA	NA	NA
seq_35514	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35515	NA	NA	NA	NA	NA	NA
seq_35516	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35518	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_35520	Bacteria	NA	NA	NA	NA	NA
seq_35521	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35522	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	NA
seq_35523	NA	NA	NA	NA	NA	NA
seq_35525	NA	NA	NA	NA	NA	NA
seq_35526	NA	NA	NA	NA	NA	NA
seq_35527	Bacteria	NA	NA	NA	NA	NA
seq_35528	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_35529	Bacteria	NA	NA	NA	NA	NA
seq_35530	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35531	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Hallerella
seq_35532	NA	NA	NA	NA	NA	NA
seq_35533	Bacteria	NA	NA	NA	NA	NA
seq_35535	Bacteria	NA	NA	NA	NA	NA
seq_35537	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35538	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_35539	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35540	NA	NA	NA	NA	NA	NA
seq_35541	Bacteria	NA	NA	NA	NA	NA
seq_35542	Bacteria	NA	NA	NA	NA	NA
seq_35543	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35545	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35546	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35547	Bacteria	NA	NA	NA	NA	NA
seq_35548	NA	NA	NA	NA	NA	NA
seq_35549	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35551	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35554	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_35555	Bacteria	NA	NA	NA	NA	NA
seq_35556	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_35557	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_35558	NA	NA	NA	NA	NA	NA
seq_35560	NA	NA	NA	NA	NA	NA
seq_35561	Bacteria	NA	NA	NA	NA	NA
seq_35563	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	NA
seq_35564	NA	NA	NA	NA	NA	NA
seq_35565	NA	NA	NA	NA	NA	NA
seq_35566	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35568	Bacteria	NA	NA	NA	NA	NA
seq_35569	Bacteria	NA	NA	NA	NA	NA
seq_35570	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35571	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35573	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_35575	Bacteria	Bacillota	NA	NA	NA	NA
seq_35576	Bacteria	NA	NA	NA	NA	NA
seq_35578	Bacteria	NA	NA	NA	NA	NA
seq_35579	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35580	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
seq_35582	Archaea	Nitrososphaerota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
seq_35584	Bacteria	NA	NA	NA	NA	NA
seq_35585	Bacteria	NA	NA	NA	NA	NA
seq_35586	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
seq_35587	NA	NA	NA	NA	NA	NA
seq_35588	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	NA
seq_35589	Bacteria	NA	NA	NA	NA	NA
seq_35591	NA	NA	NA	NA	NA	NA
seq_35592	Bacteria	NA	NA	NA	NA	NA
seq_35594	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35596	Bacteria	NA	NA	NA	NA	NA
seq_35597	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35599	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35600	Bacteria	Acidobacteriota	Acidobacteria_Gp19	Acidobacteria_Gp19_incertae_sedis	Acidobacteria_Gp19_incertae_sedis	Gp19
seq_35601	NA	NA	NA	NA	NA	NA
seq_35602	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35603	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_35604	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_35607	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_35608	NA	NA	NA	NA	NA	NA
seq_35610	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_35611	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35613	Bacteria	NA	NA	NA	NA	NA
seq_35614	Bacteria	NA	NA	NA	NA	NA
seq_35615	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35616	Bacteria	NA	NA	NA	NA	NA
seq_35619	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_35620	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35622	Bacteria	NA	NA	NA	NA	NA
seq_35623	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_35624	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35626	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA
seq_35628	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_35629	Bacteria	NA	NA	NA	NA	NA
seq_35630	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	NA
seq_35632	Bacteria	NA	NA	NA	NA	NA
seq_35639	Bacteria	NA	NA	NA	NA	NA
seq_35640	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35642	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35643	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_35644	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_35646	NA	NA	NA	NA	NA	NA
seq_35649	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_35650	Bacteria	NA	NA	NA	NA	NA
seq_35651	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_35652	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35653	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
seq_35654	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_35655	NA	NA	NA	NA	NA	NA
seq_35657	Bacteria	NA	NA	NA	NA	NA
seq_35658	NA	NA	NA	NA	NA	NA
seq_35660	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_35663	Bacteria	Pseudomonadota	NA	NA	NA	NA
