SPECIES	AUTHOR	STATUS	kingdom	phylum	class	order	family	genus	maybe_accepted_name	taxon_id	rank	accepted_name	authorship	synonyms	messages
Hebeloma sinapizans	(Paulet: Fr.) Gillet	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma sinapizans	8396400	species	Hebeloma sinapizans	(Paulet) Gillet		
Hebeloma sordescens	Vesterh.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma sordescens	2533059	species	Hebeloma sordescens	Vesterh.		
Hebeloma sordidum	Maire	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma sordidum	2533091	species	Hebeloma sordidum	Maire		
Hebeloma stenocystis	J. Favre	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma stenocystis	2533087	species	Hebeloma stenocystis	J.Favre		
Hebeloma strophosum	(Fr.) Sacc.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma mesophaeum	2533062	species	Hebeloma mesophaeum	(Pers.) Quél.		
Hebeloma subconcolor	Bruchet	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma subconcolor	3343461	species	Hebeloma subconcolor	Bruchet		
Hebeloma syrjense	P. Karst.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma syrjense	2533118	species	Hebeloma syrjense	(P.Karst.) P.Karst.		
Hebeloma theobrominum	Quadraccia	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma theobrominum	2533049	species	Hebeloma theobrominum	Quadr.		
Hebeloma vaccinum	Romagn.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma vaccinum	2533060	species	Hebeloma vaccinum	Romagn.		
Hebeloma velutipes	Bruchet	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma leucosarx	2532998	species	Hebeloma leucosarx	P.D.Orton		
Hebeloma versipelle	(Fr.) Gillet	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma versipelle	7243110	species	Hebeloma versipelle	(Fr.) Gillet		
Helicobasidium compactum	(Boedijn) Boedijn	DD	Fungi	Basidiomycota	Pucciniomycetes	Helicobasidiales	Helicobasidiaceae	Helicobasidium	Helicobasidium longisporum	2513823	species	Helicobasidium longisporum	Wakef.		
Helicobasidium purpureum	Tul.	DD	Fungi	Basidiomycota	Pucciniomycetes	Helicobasidiales	Helicobasidiaceae	Helicobasidium	Helicobasidium purpureum	2513815	species	Helicobasidium purpureum	(Tul.) Pat.		author_mismatch
Helicogloea lagerheimii	Pat.	DD	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Helicogloea	Helicogloea lagerheimii	2557874	species	Helicogloea lagerheimii	Pat.		
Helminthosphaeria clavariarum	(Tul.) Fuckel	LC	Fungi	Ascomycota	Sordariomycetes	Sordariales	Helminthosphaeriaceae	Helminthosphaeria	Helminthosphaeria clavariarum	8498650	species	Helminthosphaeria clavariarum	(Desm.) Fuckel		
Helotium episphaericum	Peck	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tricladiaceae	Helotium	Helotium episphaerium	6335717	species	Helotium episphaerium	House		similar_found,author_mismatch
Helvella acetabulum	(L.) Quel.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella acetabulum	2594756	species	Helvella acetabulum	(L.) Quél.		
Helvella aestivalis	(Heim et Remy) Dissing et Raitviir	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Balsamia	Balsamia aestivalis	9985549	species	Balsamia aestivalis	(R.Heim & L.Rémy) K.Hansen, Skrede & T.Schumach.		
Helvella albella	Quel.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella albella	2594752	species	Helvella albella	Quél.		
Helvella alpestris	Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella corium	2594737	species	Helvella corium	(O.Weberb.) Massee		
Helvella atra	Holmsk.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella atra	8502183	species	Helvella atra	Holmskj.		
Helvella confusa	Harmaja	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Dissingia	Dissingia confusa	9928082	species	Dissingia confusa	(Harmaja) K.Hansen & X.H.Wang		
Helvella corium	(Weberb.) Massee	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella corium	2594737	species	Helvella corium	(O.Weberb.) Massee		
Helvella costifera	Nannf.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella costifera	2594734	species	Helvella costifera	Nannf.		
Helvella crispa	Fr.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella crispa	2554614	species	Helvella crispa	(Scop.) Fr.		
Helvella cupuliformis	Dissing et Nannf.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella cupuliformis	2594754	species	Helvella cupuliformis	Dissing & Nannf.		
Helvella elastica	Bull.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella elastica	2594716	species	Helvella elastica	Bull.		
Helvella ephippium	Lev.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella ephippium	2594711	species	Helvella ephippium	Lév.		
Helvella fibrosa	(Wallr.) Korf	VU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella fibrosa	3492753	species	Helvella fibrosa	(Wallr.) Korf		
Helvella fusca	Gillet (sensu Bres.)	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella fusca	2594705	species	Helvella fusca	Gillet		
Helvella hyperborea	Harmaja	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella hyperborea	3492923	species	Helvella hyperborea	Harmaja		
Helvella lactea	Boud.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella lactea	3492928	species	Helvella lactea	Boud.		
Helvella lacunosa	Afz.:Fr.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella lacunosa	2594765	species	Helvella lacunosa	Afzel.		
Helvella latispora	Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella latispora	2594706	species	Helvella latispora	Boud.		
Helvella leucomelaena	(Pers.) Nannf.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Dissingia	Dissingia leucomelaena	10171641	species	Dissingia leucomelaena	(Pers.) K.Hansen & X.H.Wang		
Helvella macropus	(Pers.:Fr.) Karst.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella macropus	2594776	species	Helvella macropus	(Pers.) P.Karst.		
Helvella oblongispora	Harmaja	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Dissingia	Dissingia oblongispora	10360379	species	Dissingia oblongispora	(Harmaja) T.Schumach. & Skrede		
Helvella palustris	Peck	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella palustris	3492930	species	Helvella palustris	Peck		
Helvella phlebophora	Pat. et Doass.	EN	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella phlebophora	2594732	species	Helvella phlebophora	Pat. & Doass.		
Helvella queletii	Bres.	VU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Paxina	Paxina queletii	8069437	species	Paxina queletii	(Bres.) Stangl		
Helvella rivularis	Dissing et Sivertsen	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella rivularis	3492867	species	Helvella rivularis	Dissing & Sivertsen		
Helvella silvicola	(Beck) Harmaja	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Wynnella	Wynnella silvicola	2594803	species	Wynnella silvicola	Nannf.		
Helvella spadicea	Schaeff.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella spadicea	3492738	species	Helvella spadicea	Schaeff.		
Helvella unicolor	(Boud.) Dissing	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella unicolor	3492842	species	Helvella unicolor	(Boud.) Dissing		
Hemileccinum depilatum	(Redeuilh) Šutara	NT	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Hemileccinum	Hemileccinum depilatum	3356210	species	Hemileccinum depilatum	(Redeuilh) Šutara		
Hemileccinum impolitum	(Fr.) Šutara	VU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Hemileccinum	Hemileccinum impolitum	9108288	species	Hemileccinum impolitum	(Fr.) Šutara		
Hemimycena angustispora	(Joss. ex P.D. Orton) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena angustispora	2527485	species	Hemimycena angustispora	(P.D.Orton) Singer		
Hemimycena candida	(Bres.) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena candida	2527508	species	Hemimycena candida	(Bres.) Singer		
Hemimycena cephalotricha	(Joss.) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena cephalotricha	8644231	species	Hemimycena cephalotricha	(Joss. ex Redhead) Singer		
Hemimycena crispata	(Kuehner) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena crispata	2527570	species	Hemimycena crispata	(Kühner) Singer		
Hemimycena crispula	(Quel.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena hirsuta	9123527	species	Hemimycena hirsuta	(Tode) Singer		
Hemimycena cucullata	(Pers.: Fr.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena cucullata	8941302	species	Hemimycena cucullata	(Pers.) Singer		
Hemimycena delectabilis	(Peck) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Atheniella	Atheniella delectabilis	10861792	species	Atheniella delectabilis	(Peck) Lüderitz & H.Lehmann		
Hemimycena delicatella	(Peck) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena lactea	8864284	species	Hemimycena lactea	(Pers.) Singer		
Hemimycena epichloe	(Kuehner) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena epichloe	6095761	species	Hemimycena epichloe	(Kühner) Singer		
Hemimycena ignobilis	Joss.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena ignobilis	3318807	species	Hemimycena ignobilis	Joss. ex Bon		
Hemimycena mairei	(E.J. Gilbert) Singer	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena mairei	8674395	species	Hemimycena mairei	(E.-J.Gilbert) Singer		
Hemimycena mauretanica	(Maire) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena mauretanica	2527545	species	Hemimycena mauretanica	(Maire) Singer		
Hemimycena ochrogaleata	(J. Favre) M.M. Moser	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena ochrogaleata	2527538	species	Hemimycena ochrogaleata	(J.Favre) M.M.Moser		
Hemimycena pithya	(Fr.) Doerfelt	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena pithya	8593394	species	Hemimycena pithya	(Pers.) Dörfelt		
Hemimycena pseudocrispata	(Valla) Maas Geest.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena pseudocrispata	3318837	species	Hemimycena pseudocrispata	(Valla) Maas Geest.		
Hemimycena pseudocrispula	(Kuehner) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena pseudocrispula	2527520	species	Hemimycena pseudocrispula	(Kühner) Singer		
Hemimycena pseudogibba	(Valla) Antonin et Noordel.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena pseudogibba	3318825	species	Hemimycena pseudogibba	(Valla) Antonín & Noordel.		
Hemimycena pseudogracilis	(Kuehner et Maire) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	Marasmiellus pseudogracilis	3320957	species	Marasmiellus pseudogracilis	(Kühner & Maire) Singer		
Hemimycena pseudolactea	(Kuehner) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena pseudolactea	2527491	species	Hemimycena pseudolactea	(Kühner) Singer		
Hemimycena rickenii	(A.H. Sm.) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena rickenii	2527534	species	Hemimycena rickenii	(A.H.Sm.) Singer		
Hemimycena subimmaculata	(Murrill) Elborne et Lassoe	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena subimmaculata	2527443	species	Hemimycena subimmaculata	(Murrill) Elborne & Læssøe		
Henningsomyces candidus	(Pers. ex Schleich.) Kuntze	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Henningsomyces	Henningsomyces candidus	5243660	species	Henningsomyces candidus	(Pers.) Kuntze		
Henningsomyces puber	(Rom.: W.B.Cooke) Reid	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Henningsomyces	Henningsomyces puber	5243668	species	Henningsomyces puber	(Romell ex W.B.Cooke) D.A.Reid		
Hericium cirrhatum	(Pers.) Nikol.	VU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium cirrhatum	5248548	species	Hericium cirrhatum	(Pers.) Nikol.		
Hericium coralloides	(Scop.: Fr.) Gray em. Fr., Hallen.	VU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium coralloides	5248532	species	Hericium coralloides	(Scop.) Pers.		author_mismatch
Hericium erinaceus	(Bull.: Fr.) Pers.	EN	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium erinaceus	5248508	species	Hericium erinaceus	(Bull.) Pers.		
Hericium flagellum	(Scop.) Pers.	VU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium flagellum	5248527	species	Hericium flagellum	(Scop.) Pers.		
Heterobasidion annosum	(Fr.) Bref. aggr.	LC	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion annosum	2551968	species	Heterobasidion annosum	(Fr.) Bref.		
Heterosphaeria patella	(Tode: Fr.) Grev.	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Heterosphaeriaceae	Heterosphaeria	Heterosphaeria patella	2581982	species	Heterosphaeria patella	(Tode) Grev.		
Heterosphaeria veratri	Nespiak et Mueller	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Heterosphaeriaceae	Heterosphaeria	Heterosphaeria sublineolata	8093837	species	Heterosphaeria sublineolata	(Thüm.) Leuchtm.		
Heyderia abietis	(Fr.) Link	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae	Heyderia	Heyderia abietis	5255919	species	Heyderia abietis	(Fr.) Link		
Hodophilus atropunctus	(Pers.: Fr.) Arnolds	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Hodophilus	Hodophilus atropunctus	9671726	species	Hodophilus atropunctus	(Pers.) Birkebak & Adamčík		no_author_match
Hodophilus foetens	(A.H. Sm. & Hesler) Birkebak & Adamčík	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Hodophilus	Hodophilus foetens	9818349	species	Hodophilus foetens	(W.Phillips) Birkebak & Adamčík		
Hodophilus micaceus	(A.H. Sm. & Hesler) Birkebak & Adamcik	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Hodophilus	Hodophilus micaceus	9343735	species	Hodophilus micaceus	(Berk. & Broome) Birkebak & Adamčík		
Hohenbuehelia approximans	(Peck) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia approximans	2526324	species	Hohenbuehelia approximans	(Peck) Singer		
Hohenbuehelia atrocoerulea	(Fr.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia atrocoerulea	9026382	species	Hohenbuehelia atrocoerulea	(Fr.) Singer		
Hohenbuehelia auriscalpium	(Maire) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia auriscalpium	2526280	species	Hohenbuehelia auriscalpium	(Maire) Singer		
Hohenbuehelia chevallieri	(Pat.) Pegler	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia chevallieri	3329377	species	Hohenbuehelia chevallieri	(Pat.) Pegler		
Hohenbuehelia geogenia	(DC.:Fr.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia petaloides	2526256	species	Hohenbuehelia petaloides	(Bull.) Schulzer		
Hohenbuehelia grisea	(Peck) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia grisea	2526413	species	Hohenbuehelia grisea	(Peck) Singer		
Hohenbuehelia longipes	(Boud.) M.M. Moser	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia longipes	2526398	species	Hohenbuehelia longipes	(Boud.) M.M.Moser		
Hohenbuehelia mastrucata	(Fr.: Fr.) Singer	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia mastrucata	9182040	species	Hohenbuehelia mastrucata	(Fr.) Singer		
Hohenbuehelia petaloides	(Bull.: Fr.) Schulzer	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia petaloides	2526256	species	Hohenbuehelia petaloides	(Bull.) Schulzer		
Hohenbuehelia reniformis	(G. Mey.: Fr.) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia reniformis	2526296	species	Hohenbuehelia reniformis	(G.Mey.) Singer		
Hohenbuehelia tremula	(Schaeff.) Thorn & G.L. Barron	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia tremula	2526284	species	Hohenbuehelia tremula	(Schaeff.) Thorn & G.L.Barron		
Hohenbuehelia unguicularis	(Fr.) O.K. Mill.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia unguicularis	2526377	species	Hohenbuehelia unguicularis	(Fr.) O.K.Mill.		
Holwaya mucida	(Schulzer v.Muegg.) Korf et Abaw	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Bulgariaceae	Holwaya	Holwaya mucida	3481158	species	Holwaya mucida	(Schulzer) Korf & Abawi		
Homophron cernuum	(Vahl) Örstadius & E. Larss.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Homophron	Homophron cernuum	7641159	species	Homophron cernuum	(Vahl) Örstadius & E.Larss.		
Homophron spadiceum	(P. Kumm.) Örstadius & E. Larss.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Homophron	Homophron spadiceum	7686337	species	Homophron spadiceum	(P.Kumm.) Örstadius & E.Larss.		
Hortiboletus engelii	(Hlaváček) Biketova & Wasser	DD	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Hortiboletus	Hortiboletus engelii	7525078	species	Hortiboletus engelii	(Hlaváček) Biketova & Wasser		
Hortiboletus rubellus	(Krombh.) Simonini, Vizzini & Gelardi	LC	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Hortiboletus	Hortiboletus rubellus	8060178	species	Hortiboletus rubellus	(Krombh.) Simonini, Vizzini & Gelardi		
Humaria hemisphaerica	(Wigg.ex Gray) Fkl.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria	Humaria hemisphaerica	5258860	species	Humaria hemisphaerica	(F.H.Wigg.) Fuckel		
Hyalodon piceicola	(Kühner ex Bourdot) Malysheva & Spirin	VU	Fungi	Basidiomycota	Agaricomycetes	Auriculariales		Hyalodon	Hyalodon piceicola	10484187	species	Hyalodon piceicola	(Kühner ex Bourdot) Malysheva & Spirin		
Hyalopeziza alni	Mueller	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyalopeziza	Hyalopeziza alni	2585951	species	Hyalopeziza alni	E.Müll.		
Hyalopeziza ciliata	Fuckel	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyalopeziza	Hyalopeziza ciliata	2585935	species	Hyalopeziza ciliata	Fuckel		
Hyalopeziza nectrioidea	(Rehm) Raschle	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyalopeziza	Hyalopeziza nectrioidea	2585949	species	Hyalopeziza nectrioidea	(Rehm) Raschle		
Hyaloscypha albohyalina	(P. Karst.) Boud.	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha albohyalina	3489552	species	Hyaloscypha albohyalina	(P.Karst.) Boud.		
Hyaloscypha aureliella	(Nyl.) Huhtinen	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha aureliella	2585245	species	Hyaloscypha aureliella	(Nyl.) Huhtinen		
Hyaloscypha daedaleae	Velen.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha daedaleae	2585207	species	Hyaloscypha daedaleae	Velen.		
Hyaloscypha fuckelii	Nannf.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha fuckelii	2585230	species	Hyaloscypha fuckelii	Nannf.		
Hyaloscypha herbarum	Velen.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha herbarum	2585237	species	Hyaloscypha herbarum	Velen.		
Hyaloscypha hyalina	(Pers.:Fr.) Boud.	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha hyalina	2585266	species	Hyaloscypha hyalina	(Pers.) Boud.		
Hyaloscypha leuconica	(Cke) Nannf.	NT	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha leuconica	8551461	species	Hyaloscypha leuconica	(Cooke ex Stev.) Nannf.		
Hyaloscypha quercicola	(Velen.) Huhtinen	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha quercicola	2585238	species	Hyaloscypha quercicola	(Velen.) Huhtinen		
Hyaloscypha vitreola	(Karst.) Boud.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha vitreola	2585279	species	Hyaloscypha vitreola	(P.Karst.) Boud.		
Hydnangium carneum	Wallr.in Dietrich	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Hydnangium	Hydnangium carneum	2530904	species	Hydnangium carneum	Wallr.		
Hydnangium cereum	Soehner	DD	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula cerea	10898729	species	Russula cerea	(Soehner) J.M.Vidal		
Hydnellum aurantiacum	(Batsch: Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum aurantiacum	2522291	species	Hydnellum aurantiacum	(Batsch) P.Karst.		
Hydnellum auratile	(Britzelm.) Maas-Geest.	EN	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum auratile	2522284	species	Hydnellum auratile	(Britzelm.) Maas Geest.		
Hydnellum caeruleum	(Hornem.: Pers.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum caeruleum	2522245	species	Hydnellum caeruleum	(Hornem.) P.Karst.		
Hydnellum compactum	(Pers.: Fr.) P. Karst.	EN	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum compactum	2522307	species	Hydnellum compactum	(Pers.) P.Karst.		
Hydnellum concrescens	(Pers.: Fr.) Banker	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum concrescens	2522259	species	Hydnellum concrescens	(Pers.) Banker		
Hydnellum cumulatum	Harrison	DD	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum cumulatum	2522286	species	Hydnellum cumulatum	K.A.Harrison		
Hydnellum ferrugineum	(Fr.: Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum ferrugineum	2522229	species	Hydnellum ferrugineum	(Fr.) P.Karst.		
Hydnellum geogenium	(Fr.) Banker	EN	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum geogenium	2522318	species	Hydnellum geogenium	(Fr.) Banker		
Hydnellum mirabile	(Fr.) Karst.	DD	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum mirabile	2522221	species	Hydnellum mirabile	(Fr.) P.Karst.		
Hydnellum peckii	Banker	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum peckii	2522210	species	Hydnellum peckii	Banker		
Hydnellum scrobiculatum	(Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum scrobiculatum	2522326	species	Hydnellum scrobiculatum	(Fr.) P.Karst.		
Hydnellum spongiosipes	(Peck) Pouzar	VU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum spongiosipes	2522335	species	Hydnellum spongiosipes	(Peck) Pouzar		
