SPECIES	AUTHOR	STATUS	kingdom	phylum	class	order	family	genus	maybe_accepted_name	taxon_id	rank	accepted_name	authorship	synonyms	messages
Cortinarius coleoptera	H. Lindstr. et Soop	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius coleoptera	3349156	species	Cortinarius coleoptera	H.Lindstr. & Soop		
Cortinarius collinitus	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius collinitus	7476637	species	Cortinarius collinitus	(Sowerby) Gray		
Cortinarius colus	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius bulliardii	9151578	species	Cortinarius bulliardii	(Pers.) Fr.		
Cortinarius comatus	J. Favre	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius comatus	3350967	species	Cortinarius comatus	J.Favre		
Cortinarius compar	(Weinm.) Fr.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius compar	7244673	species	Cortinarius compar	(Weinm.) Fr.		
Cortinarius comptulus	M.M. Moser	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius comptulus	3349024	species	Cortinarius comptulus	M.M.Moser		
Cortinarius contractus	R. Hry	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius contractus	3348839	species	Cortinarius contractus	Rob.Henry		
Cortinarius cotoneus	Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cotoneus	2529492	species	Cortinarius cotoneus	Fr.		
Cortinarius crassifolius	(Velen.) Kuehner et Romagn.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius crassifolius	9460366	species	Cortinarius crassifolius	(Velen.) Kühner & Romagn. ex Bon		
Cortinarius croceoconus	Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius malicorius	2528800	species	Cortinarius malicorius	Fr.		
Cortinarius croceus	(Schaeff.) Britzelm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius croceus	2528948	species	Cortinarius croceus	(Schaeff.) Gray		no_author_match
Cortinarius cucumisporus	M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cucumisporus	3349008	species	Cortinarius cucumisporus	M.M.Moser		
Cortinarius cumatilis	Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cumatilis	2528788	species	Cortinarius cumatilis	Fr.		
Cortinarius cyaneus	(Bres.) M.M. Moser	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cyaneus	2528836	species	Cortinarius cyaneus	(Bres.) M.M.Moser		
Cortinarius cyanites	Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cyanites	2529094	species	Cortinarius cyanites	Fr.		
Cortinarius cyanophyllus	R. Hry	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Thaxterogaster	Cortinarius fulvo-ochrascens cyanophyllus	3348929	variety	Cortinarius fulvo-ochrascens cyanophyllus	Rob.Henry		
Cortinarius cyanopus	(Secr.) Fr. sensu Konr. et Maubl.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cyanopus	2529521	species	Cortinarius cyanopus	Secr. ex Fr.		
Cortinarius cypriacus	Fr.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius cypriacus	3348909	species	Cortinarius cypriacus	Fr., 1838		
Cortinarius damascenus	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius damascenus	2529323	species	Cortinarius damascenus	Fr.		
Cortinarius deceptivus	Kauffman	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius deceptivus	3347639	species	Cortinarius deceptivus	Kauffman		
Cortinarius decipiens	(Pers.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius decipiens	12164577	species	Cortinarius decipiens	(Pers.) Zawadzki		
Cortinarius decoloratus	(Fr.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius tabularis	2528919	species	Cortinarius tabularis	(Fr.) Fr.		
Cortinarius decumbens	(Pers.) Fr.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius decumbens	8967815	species	Cortinarius decumbens	(Pers.) Fr.		
Cortinarius delibutus	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius delibutus	2529412	species	Cortinarius delibutus	Fr.		
Cortinarius depressus	Fr. sensu Gillet non Dentin	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius depressus	2529311	species	Cortinarius depressus	Fr.		
Cortinarius diabolicus	Fr.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius diabolicus	2529185	species	Cortinarius diabolicus	(Fr.) Fr.		
Cortinarius diasemospermus	Lamoure	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius diasemospermus	2529510	species	Cortinarius diasemospermus	Lamoure		
Cortinarius dilutus	Fr.: Fr.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius dilutus	2529508	species	Cortinarius dilutus	(Pers.) Fr.		
Cortinarius dionysae	R. Hry	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius dionysae	2529445	species	Cortinarius dionysae	Rob.Henry		
Cortinarius diosmus	Kuehner	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius diosmus	2529371	species	Cortinarius diosmus	Kühner		
Cortinarius dumetorum	J. Favre	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius dumetorum	3348127	species	Cortinarius dumetorum	J.Favre		
Cortinarius duracinus	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius duracinus	2529517	species	Cortinarius duracinus	Fr.		
Cortinarius duramarus	(Jul. Schaeff.) M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius duramarus	7492694	species	Cortinarius duramarus	(Jul.Schäff.) M.M.Moser		
Cortinarius durissimus	M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius durissimus	3350889	species	Cortinarius durissimus	M.M.Moser		
