seq	kingdom	phylum	class	order	family	genus	species
seq_1815	NA	NA	NA	NA	NA	NA	NA
seq_1827	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1829	NA	NA	NA	NA	NA	NA	NA
seq_1837	NA	NA	NA	NA	NA	NA	NA
seq_1838	Protozoa	Amoebozoa	Tubulinea	NA	NA	Vermamoeba	Vermamoeba_vermiformis
seq_1840	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1846	NA	NA	NA	NA	NA	NA	NA
seq_1849	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_1851	Animalia	NA	NA	NA	NA	NA	NA
seq_1853	NA	NA	NA	NA	NA	NA	NA
seq_1861	NA	NA	NA	NA	NA	NA	NA
seq_1862	NA	NA	NA	NA	NA	NA	NA
seq_1864	Animalia	Arthropoda	Insecta	Hemiptera	Pentatomidae	Eurydema	Eurydema_ornata
seq_1871	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
seq_1873	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Microtendipes	Microtendipes_pedellus
seq_1893	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1906	NA	NA	NA	NA	NA	NA	NA
seq_1908	NA	NA	NA	NA	NA	NA	NA
seq_1909	NA	NA	NA	NA	NA	NA	NA
seq_1914	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1915	NA	NA	NA	NA	NA	NA	NA
seq_1921	NA	NA	NA	NA	NA	NA	NA
seq_1923	NA	NA	NA	NA	NA	NA	NA
seq_1924	NA	NA	NA	NA	NA	NA	NA
seq_1928	NA	NA	NA	NA	NA	NA	NA
seq_1937	NA	NA	NA	NA	NA	NA	NA
seq_1942	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1943	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1947	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_1949	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1952	NA	NA	NA	NA	NA	NA	NA
seq_1953	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1969	Animalia	Arthropoda	Insecta	Thysanoptera	Aeolothripidae	Aeolothrips	Aeolothrips_intermedius
seq_1973	NA	NA	NA	NA	NA	NA	NA
seq_1975	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	NA
seq_1976	NA	NA	NA	NA	NA	NA	NA
seq_1984	NA	NA	NA	NA	NA	NA	NA
seq_1988	NA	NA	NA	NA	NA	NA	NA
seq_1990	NA	NA	NA	NA	NA	NA	NA
seq_1991	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_1995	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_montana
seq_1996	NA	NA	NA	NA	NA	NA	NA
seq_1998	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	Peronospora_lamii
seq_2007	NA	NA	NA	NA	NA	NA	NA
seq_2012	NA	NA	NA	NA	NA	NA	NA
seq_2015	NA	NA	NA	NA	NA	NA	NA
seq_2026	Animalia	NA	NA	NA	NA	NA	NA
seq_2027	NA	NA	NA	NA	NA	NA	NA
seq_2037	NA	NA	NA	NA	NA	NA	NA
seq_2039	NA	NA	NA	NA	NA	NA	NA
seq_2042	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2048	NA	NA	NA	NA	NA	NA	NA
seq_2055	NA	NA	NA	NA	NA	NA	NA
seq_2060	NA	NA	NA	NA	NA	NA	NA
seq_2061	NA	NA	NA	NA	NA	NA	NA
seq_2064	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2066	NA	NA	NA	NA	NA	NA	NA
seq_2067	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_2075	NA	NA	NA	NA	NA	NA	NA
seq_2079	NA	NA	NA	NA	NA	NA	NA
seq_2080	Protozoa	Mycetozoa	Myxomycetes	Physarales	NA	NA	NA
seq_2082	NA	NA	NA	NA	NA	NA	NA
seq_2090	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2095	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_2097	NA	NA	NA	NA	NA	NA	NA
seq_2102	NA	NA	NA	NA	NA	NA	NA
seq_2107	Animalia	NA	NA	NA	NA	NA	NA
seq_2109	NA	NA	NA	NA	NA	NA	NA
seq_2112	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2117	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2118	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	NA	NA
seq_2122	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2127	NA	NA	NA	NA	NA	NA	NA
seq_2130	NA	NA	NA	NA	NA	NA	NA
seq_2137	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2138	Animalia	Arthropoda	Insecta	Psocodea	Psocidae	Psococerastis	Psococerastis_gibbosa
seq_2142	NA	NA	NA	NA	NA	NA	NA
seq_2143	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
seq_2145	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_mucoides
seq_2146	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_2163	Animalia	Arthropoda	Insecta	Thysanoptera	Thripidae	Tenothrips	Tenothrips_frici
seq_2164	NA	NA	NA	NA	NA	NA	NA
seq_2165	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	Aphis	Aphis_craccivora
seq_2166	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_2172	NA	NA	NA	NA	NA	NA	NA
seq_2173	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_2175	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2176	Animalia	NA	NA	NA	NA	NA	NA
seq_2177	NA	NA	NA	NA	NA	NA	NA
seq_2178	NA	NA	NA	NA	NA	NA	NA
seq_2180	NA	NA	NA	NA	NA	NA	NA
seq_2181	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2183	NA	NA	NA	NA	NA	NA	NA
seq_2186	NA	NA	NA	NA	NA	NA	NA
seq_2187	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Deileptenia	Deileptenia_ribeata
seq_2188	NA	NA	NA	NA	NA	NA	NA
seq_2190	NA	NA	NA	NA	NA	NA	NA
seq_2192	NA	NA	NA	NA	NA	NA	NA
seq_2194	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_2197	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_2199	NA	NA	NA	NA	NA	NA	NA
seq_2202	NA	NA	NA	NA	NA	NA	NA
seq_2203	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2207	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
seq_2209	NA	NA	NA	NA	NA	NA	NA
seq_2215	NA	NA	NA	NA	NA	NA	NA
seq_2216	NA	NA	NA	NA	NA	NA	NA
seq_2222	NA	NA	NA	NA	NA	NA	NA
seq_2223	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespula	Vespula_vulgaris
seq_2227	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_2228	NA	NA	NA	NA	NA	NA	NA
seq_2232	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_2238	NA	NA	NA	NA	NA	NA	NA
seq_2239	NA	NA	NA	NA	NA	NA	NA
seq_2240	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Cicadula	Cicadula_subcupraea
seq_2241	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2243	NA	NA	NA	NA	NA	NA	NA
seq_2244	Animalia	NA	NA	NA	NA	NA	NA
seq_2249	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2257	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Ochropleura	Ochropleura_plecta
seq_2259	NA	NA	NA	NA	NA	NA	NA
seq_2264	NA	NA	NA	NA	NA	NA	NA
seq_2266	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Bremia	Bremia_picridis
seq_2272	NA	NA	NA	NA	NA	NA	NA
seq_2273	NA	NA	NA	NA	NA	NA	NA
seq_2274	NA	NA	NA	NA	NA	NA	NA
seq_2281	NA	NA	NA	NA	NA	NA	NA
seq_2283	NA	NA	NA	NA	NA	NA	NA
seq_2285	Animalia	NA	NA	NA	NA	NA	NA
seq_2297	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_2304	NA	NA	NA	NA	NA	NA	NA
seq_2305	NA	NA	NA	NA	NA	NA	NA
seq_2310	NA	NA	NA	NA	NA	NA	NA
seq_2311	NA	NA	NA	NA	NA	NA	NA
seq_2314	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2321	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2322	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Myrmecia	Myrmecia_israelensis
seq_2324	NA	NA	NA	NA	NA	NA	NA
seq_2332	NA	NA	NA	NA	NA	NA	NA
seq_2339	NA	NA	NA	NA	NA	NA	NA
seq_2341	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Oscinella	Oscinella_nigertrima
seq_2343	NA	NA	NA	NA	NA	NA	NA
seq_2345	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2352	Animalia	NA	NA	NA	NA	NA	NA
seq_2356	NA	NA	NA	NA	NA	NA	NA
seq_2357	NA	NA	NA	NA	NA	NA	NA
seq_2361	NA	NA	NA	NA	NA	NA	NA
seq_2372	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_2375	NA	NA	NA	NA	NA	NA	NA
seq_2376	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2383	NA	NA	NA	NA	NA	NA	NA
seq_2384	NA	NA	NA	NA	NA	NA	NA
seq_2385	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Lobosphaera	Lobosphaera_incisa
seq_2387	NA	NA	NA	NA	NA	NA	NA
seq_2391	NA	NA	NA	NA	NA	NA	NA
seq_2392	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2393	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2402	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2405	NA	NA	NA	NA	NA	NA	NA
seq_2416	NA	NA	NA	NA	NA	NA	NA
seq_2417	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2418	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_2422	NA	NA	NA	NA	NA	NA	NA
seq_2430	NA	NA	NA	NA	NA	NA	NA
seq_2434	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	Peronospora_arborescens
seq_2437	NA	NA	NA	NA	NA	NA	NA
seq_2439	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_2443	NA	NA	NA	NA	NA	NA	NA
seq_2447	NA	NA	NA	NA	NA	NA	NA
seq_2451	NA	NA	NA	NA	NA	NA	NA
seq_2455	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Psychoda	NA
seq_2457	NA	NA	NA	NA	NA	NA	NA
seq_2460	NA	NA	NA	NA	NA	NA	NA
seq_2461	NA	NA	NA	NA	NA	NA	NA
seq_2463	NA	NA	NA	NA	NA	NA	NA
seq_2466	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	NA
seq_2473	NA	NA	NA	NA	NA	NA	NA
seq_2478	NA	NA	NA	NA	NA	NA	NA
seq_2485	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2496	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2499	NA	NA	NA	NA	NA	NA	NA
seq_2500	NA	NA	NA	NA	NA	NA	NA
seq_2505	NA	NA	NA	NA	NA	NA	NA
seq_2507	NA	NA	NA	NA	NA	NA	NA
seq_2509	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2511	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2515	NA	NA	NA	NA	NA	NA	NA
seq_2516	NA	NA	NA	NA	NA	NA	NA
seq_2520	NA	NA	NA	NA	NA	NA	NA
seq_2521	NA	NA	NA	NA	NA	NA	NA
seq_2523	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2531	NA	NA	NA	NA	NA	NA	NA
seq_2532	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_longicolla
seq_2533	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Xylocleptes	Xylocleptes_bispinus
seq_2534	NA	NA	NA	NA	NA	NA	NA
seq_2538	NA	NA	NA	NA	NA	NA	NA
seq_2541	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2557	NA	NA	NA	NA	NA	NA	NA
seq_2558	NA	NA	NA	NA	NA	NA	NA
seq_2565	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Floronia	Floronia_bucculenta
seq_2566	Animalia	Rotifera	Eurotatoria	Bdelloidea	Habrotrochidae	Habrotrocha	Habrotrocha_lata
seq_2570	NA	NA	NA	NA	NA	NA	NA
seq_2577	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_2581	NA	NA	NA	NA	NA	NA	NA
seq_2582	NA	NA	NA	NA	NA	NA	NA
seq_2583	NA	NA	NA	NA	NA	NA	NA
seq_2586	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2588	NA	NA	NA	NA	NA	NA	NA
seq_2591	NA	NA	NA	NA	NA	NA	NA
seq_2593	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_acidoclinata
seq_2597	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2598	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Psychoda	Psychoda_gemina
seq_2601	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2605	NA	NA	NA	NA	NA	NA	NA
seq_2608	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2614	NA	NA	NA	NA	NA	NA	NA
seq_2616	NA	NA	NA	NA	NA	NA	NA
seq_2628	Animalia	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	NA	NA
seq_2634	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	Araneus_quadratus
seq_2636	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2639	NA	NA	NA	NA	NA	NA	NA
seq_2647	NA	NA	NA	NA	NA	NA	NA
seq_2648	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	NA	NA
seq_2650	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2660	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2661	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2664	NA	NA	NA	NA	NA	NA	NA
seq_2665	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_2670	NA	NA	NA	NA	NA	NA	NA
seq_2675	NA	NA	NA	NA	NA	NA	NA
seq_2681	NA	NA	NA	NA	NA	NA	NA
seq_2688	NA	NA	NA	NA	NA	NA	NA
seq_2689	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Leptopterna	Leptopterna_dolabrata
seq_2690	NA	NA	NA	NA	NA	NA	NA
seq_2692	Plantae	Chlorophyta	Trebouxiophyceae	NA	NA	NA	NA
seq_2698	NA	NA	NA	NA	NA	NA	NA
seq_2699	NA	NA	NA	NA	NA	NA	NA
seq_2706	NA	NA	NA	NA	NA	NA	NA
seq_2707	NA	NA	NA	NA	NA	NA	NA
seq_2722	NA	NA	NA	NA	NA	NA	NA
seq_2732	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2735	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea_lozoyensis
seq_2748	NA	NA	NA	NA	NA	NA	NA
seq_2750	NA	NA	NA	NA	NA	NA	NA
seq_2751	NA	NA	NA	NA	NA	NA	NA
seq_2755	NA	NA	NA	NA	NA	NA	NA
seq_2759	NA	NA	NA	NA	NA	NA	NA
seq_2761	NA	NA	NA	NA	NA	NA	NA
seq_2766	NA	NA	NA	NA	NA	NA	NA
seq_2770	NA	NA	NA	NA	NA	NA	NA
seq_2772	NA	NA	NA	NA	NA	NA	NA
seq_2773	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2779	NA	NA	NA	NA	NA	NA	NA
seq_2780	NA	NA	NA	NA	NA	NA	NA
seq_2784	NA	NA	NA	NA	NA	NA	NA
seq_2787	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_2792	NA	NA	NA	NA	NA	NA	NA
seq_2794	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_2796	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	NA	NA
seq_2799	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_2804	NA	NA	NA	NA	NA	NA	NA
seq_2810	NA	NA	NA	NA	NA	NA	NA
seq_2812	NA	NA	NA	NA	NA	NA	NA
seq_2813	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
seq_2823	NA	NA	NA	NA	NA	NA	NA
seq_2824	NA	NA	NA	NA	NA	NA	NA
seq_2825	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2826	Fungi	NA	NA	NA	NA	NA	NA
seq_2827	Plantae	NA	NA	NA	NA	NA	NA
seq_2830	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2833	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
seq_2834	NA	NA	NA	NA	NA	NA	NA
seq_2836	NA	NA	NA	NA	NA	NA	NA
seq_2837	NA	NA	NA	NA	NA	NA	NA
seq_2839	NA	NA	NA	NA	NA	NA	NA
seq_2840	NA	NA	NA	NA	NA	NA	NA
seq_2849	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2855	NA	NA	NA	NA	NA	NA	NA
seq_2856	NA	NA	NA	NA	NA	NA	NA
seq_2857	NA	NA	NA	NA	NA	NA	NA
seq_2861	NA	NA	NA	NA	NA	NA	NA
seq_2868	NA	NA	NA	NA	NA	NA	NA
seq_2869	NA	NA	NA	NA	NA	NA	NA
seq_2873	Plantae	Tracheophyta	Liliopsida	NA	NA	NA	NA
seq_2875	NA	NA	NA	NA	NA	NA	NA
seq_2877	NA	NA	NA	NA	NA	NA	NA
seq_2881	NA	NA	NA	NA	NA	NA	NA
seq_2884	NA	NA	NA	NA	NA	NA	NA
seq_2886	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_2887	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_hiemalis
seq_2896	NA	NA	NA	NA	NA	NA	NA
seq_2899	NA	NA	NA	NA	NA	NA	NA
seq_2903	Animalia	Arthropoda	Insecta	Psocodea	Stenopsocidae	Graphopsocus	Graphopsocus_cruciatus
seq_2909	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_2915	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2918	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus_esculentus
seq_2919	NA	NA	NA	NA	NA	NA	NA
seq_2921	NA	NA	NA	NA	NA	NA	NA
seq_2922	NA	NA	NA	NA	NA	NA	NA
seq_2925	NA	NA	NA	NA	NA	NA	NA
seq_2930	NA	NA	NA	NA	NA	NA	NA
seq_2931	NA	NA	NA	NA	NA	NA	NA
seq_2932	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	NA	NA
seq_2933	NA	NA	NA	NA	NA	NA	NA
seq_2939	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2941	Animalia	NA	NA	NA	NA	NA	NA
seq_2942	NA	NA	NA	NA	NA	NA	NA
seq_2945	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2950	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
seq_2951	NA	NA	NA	NA	NA	NA	NA
seq_2954	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_2956	NA	NA	NA	NA	NA	NA	NA
seq_2957	NA	NA	NA	NA	NA	NA	NA
seq_2960	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Pholidoptera	Pholidoptera_griseoaptera
seq_2961	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	Peronospora_ervi
seq_2966	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2968	NA	NA	NA	NA	NA	NA	NA
seq_2969	NA	NA	NA	NA	NA	NA	NA
seq_2978	NA	NA	NA	NA	NA	NA	NA
seq_2981	Animalia	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	Parisotoma	Parisotoma_notabilis
seq_2986	NA	NA	NA	NA	NA	NA	NA
seq_2987	NA	NA	NA	NA	NA	NA	NA
seq_2988	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	Nasonovia	Nasonovia_ribisnigri
seq_2994	NA	NA	NA	NA	NA	NA	NA
seq_3000	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_3009	NA	NA	NA	NA	NA	NA	NA
seq_3010	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	NA	NA
seq_3013	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_3017	NA	NA	NA	NA	NA	NA	NA
seq_3019	Animalia	Arthropoda	Insecta	Hemiptera	Nabidae	Nabis	Nabis_punctatus
seq_3024	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_3026	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_3027	NA	NA	NA	NA	NA	NA	NA
seq_3034	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_3057	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_3067	NA	NA	NA	NA	NA	NA	NA
seq_3070	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_3074	NA	NA	NA	NA	NA	NA	NA
seq_3075	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_3080	NA	NA	NA	NA	NA	NA	NA
seq_3083	NA	NA	NA	NA	NA	NA	NA
seq_3087	NA	NA	NA	NA	NA	NA	NA
seq_3089	NA	NA	NA	NA	NA	NA	NA
seq_3091	NA	NA	NA	NA	NA	NA	NA
seq_3092	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_3095	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_3100	NA	NA	NA	NA	NA	NA	NA
seq_3101	NA	NA	NA	NA	NA	NA	NA
seq_3104	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_mellifera
seq_3106	NA	NA	NA	NA	NA	NA	NA
seq_3109	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
seq_3110	Animalia	NA	NA	NA	NA	NA	NA
seq_3111	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_3113	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_3117	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_3118	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_3119	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_3133	NA	NA	NA	NA	NA	NA	NA
seq_3136	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	Peronospora_boni-henrici
seq_3137	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_3140	NA	NA	NA	NA	NA	NA	NA
seq_3142	NA	NA	NA	NA	NA	NA	NA
seq_3144	Animalia	Arthropoda	Insecta	Coleoptera	Brentidae	Betulapion	Betulapion_simile
seq_3146	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_3149	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_3151	NA	NA	NA	NA	NA	NA	NA
seq_3152	Plantae	Tracheophyta	Liliopsida	NA	NA	NA	NA
seq_3154	NA	NA	NA	NA	NA	NA	NA
seq_3161	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	NA	NA
seq_3169	NA	NA	NA	NA	NA	NA	NA
seq_3177	NA	NA	NA	NA	NA	NA	NA
seq_3179	Animalia	Arthropoda	Collembola	Symphypleona	Sminthurididae	Sphaeridia	Sphaeridia_pumilis
seq_3180	NA	NA	NA	NA	NA	NA	NA
seq_3184	NA	NA	NA	NA	NA	NA	NA
seq_3194	NA	NA	NA	NA	NA	NA	NA
seq_3195	NA	NA	NA	NA	NA	NA	NA
seq_3196	NA	NA	NA	NA	NA	NA	NA
seq_3199	NA	NA	NA	NA	NA	NA	NA
seq_3203	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_3204	NA	NA	NA	NA	NA	NA	NA
seq_3205	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_3206	Animalia	Arthropoda	Insecta	Psocodea	Caeciliusidae	Valenzuela	Valenzuela_burmeisteri
seq_3207	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_3208	NA	NA	NA	NA	NA	NA	NA
seq_3215	NA	NA	NA	NA	NA	NA	NA
seq_3217	NA	NA	NA	NA	NA	NA	NA
seq_3218	NA	NA	NA	NA	NA	NA	NA
seq_3222	NA	NA	NA	NA	NA	NA	NA
seq_3224	NA	NA	NA	NA	NA	NA	NA
seq_3227	NA	NA	NA	NA	NA	NA	NA
seq_3229	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Macrosteles	Macrosteles_sexnotatus
seq_3231	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_3234	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_3235	NA	NA	NA	NA	NA	NA	NA
seq_3236	NA	NA	NA	NA	NA	NA	NA
seq_3245	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
seq_3255	NA	NA	NA	NA	NA	NA	NA
seq_3257	NA	NA	NA	NA	NA	NA	NA
seq_3258	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex_pseudochinensis
seq_3260	NA	NA	NA	NA	NA	NA	NA
seq_3261	NA	NA	NA	NA	NA	NA	NA
seq_3262	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_3265	NA	NA	NA	NA	NA	NA	NA
seq_3266	NA	NA	NA	NA	NA	NA	NA
seq_3267	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_3268	NA	NA	NA	NA	NA	NA	NA
seq_3272	NA	NA	NA	NA	NA	NA	NA
seq_3276	NA	NA	NA	NA	NA	NA	NA
